STRUCTURE_NAME,Sex_M/F,Health_Status,Health status,Year,Value
Health status,M,G,Good/very good health,2019,79.7
Health status,F,G,Good/very good health,2019,63
Health status,F,G,Good/very good health,2018,62.8
Health status,F,G,Good/very good health,2017,62.8
Health status,F,G,Good/very good health,2016,61.9
Health status,F,G,Good/very good health,2015,61.7
Health status,F,G,Good/very good health,2014,62.5
Health status,F,G,Good/very good health,2023,73.9
Health status,F,G,Good/very good health,2022,76.4
Health status,F,G,Good/very good health,2021,77.6
Health status,F,G,Good/very good health,2020,77.1
Health status,F,G,Good/very good health,2019,76.2
Health status,F,G,Good/very good health,2018,76.9
Health status,F,G,Good/very good health,2017,76.3
Health status,F,G,Good/very good health,2016,75.4
Health status,F,G,Good/very good health,2015,75.2
Health status,F,G,Good/very good health,2014,75.3
Health status,F,G,Good/very good health,2023,61.5
Health status,F,G,Good/very good health,2022,65
Health status,F,G,Good/very good health,2021,62.4
Health status,F,G,Good/very good health,2020,61.9
Health status,F,G,Good/very good health,2019,64.4
Health status,F,G,Good/very good health,2018,65.4
Health status,F,G,Good/very good health,2017,66
Health status,F,G,Good/very good health,2016,65
Health status,F,G,Good/very good health,2015,65.3
Health status,F,G,Good/very good health,2014,67.7
Health status,F,F,"Fair (not good, not bad) health",2023,28.7
Health status,F,F,"Fair (not good, not bad) health",2022,26.9
Health status,F,B,Bad/very bad health,2018,11.8
Health status,F,B,Bad/very bad health,2017,12.3
Health status,F,B,Bad/very bad health,2016,12.4
Health status,F,B,Bad/very bad health,2015,13.9
Health status,F,B,Bad/very bad health,2014,13.5
Health status,M,G,Good/very good health,2023,56.5
Health status,M,G,Good/very good health,2022,60.4
Health status,M,G,Good/very good health,2021,62.6
Health status,M,G,Good/very good health,2020,62.3
Health status,M,G,Good/very good health,2019,61.1
Health status,M,G,Good/very good health,2018,59.7
Health status,M,G,Good/very good health,2017,60.8
Health status,M,G,Good/very good health,2016,59.4
Health status,M,G,Good/very good health,2015,59.5
Health status,M,G,Good/very good health,2014,58.4
Health status,M,B,Bad/very bad health,2023,6.9
Health status,M,B,Bad/very bad health,2022,6.3
Health status,M,B,Bad/very bad health,2021,7.2
Health status,M,B,Bad/very bad health,2020,7.7
Health status,M,B,Bad/very bad health,2019,8.1
Health status,M,B,Bad/very bad health,2018,9.7
Health status,M,B,Bad/very bad health,2017,9.7
Health status,M,B,Bad/very bad health,2016,9.7
Health status,M,B,Bad/very bad health,2015,10.5
Health status,M,B,Bad/very bad health,2014,10.7
Health status,M,F,"Fair (not good, not bad) health",2023,24.2
Health status,M,F,"Fair (not good, not bad) health",2022,21.8
Health status,M,F,"Fair (not good, not bad) health",2021,21.1
Health status,M,F,"Fair (not good, not bad) health",2020,21.5
Health status,M,F,"Fair (not good, not bad) health",2019,20.4
Health status,M,F,"Fair (not good, not bad) health",2018,20.3
Health status,M,F,"Fair (not good, not bad) health",2017,19.8
Health status,M,F,"Fair (not good, not bad) health",2016,20.5
Health status,M,F,"Fair (not good, not bad) health",2015,20.1
Health status,M,F,"Fair (not good, not bad) health",2014,20.1
Health status,M,G,Good/very good health,2023,70.3
Health status,M,G,Good/very good health,2022,74
Health status,M,G,Good/very good health,2021,72.9
Health status,M,G,Good/very good health,2020,72.2
Health status,M,G,Good/very good health,2019,73.5
Health status,M,G,Good/very good health,2018,72.3
Health status,M,G,Good/very good health,2017,73.2
Health status,M,G,Good/very good health,2016,73.4
Health status,M,G,Good/very good health,2015,73.1
Health status,M,G,Good/very good health,2014,74.1
Health status,M,G,Good/very good health,2023,68.9
Health status,M,G,Good/very good health,2022,71.9
Health status,M,G,Good/very good health,2021,71.7
Health status,M,G,Good/very good health,2020,70.8
Health status,M,G,Good/very good health,2019,71.5
Health status,M,G,Good/very good health,2018,70
Health status,M,G,Good/very good health,2017,70.5
Health status,M,G,Good/very good health,2016,69.8
Health status,M,G,Good/very good health,2015,69.4
Health status,M,G,Good/very good health,2014,69.2
Health status,F,G,Good/very good health,2023,61.6
Health status,F,G,Good/very good health,2022,64.6
Health status,F,G,Good/very good health,2021,63.7
Health status,F,G,Good/very good health,2020,62.7
Health status,F,G,Good/very good health,2023,46.8
Health status,F,G,Good/very good health,2022,49.8
Health status,F,G,Good/very good health,2021,51.3
Health status,F,G,Good/very good health,2020,49.6
Health status,F,G,Good/very good health,2019,48.2
Health status,F,G,Good/very good health,2018,45.9
Health status,F,G,Good/very good health,2017,46.2
Health status,F,G,Good/very good health,2016,45.9
Health status,F,G,Good/very good health,2015,46.3
Health status,F,G,Good/very good health,2014,45
Health status,F,B,Bad/very bad health,2023,9.7
Health status,F,B,Bad/very bad health,2022,8.5
Health status,M,G,Good/very good health,2020,68.7
Health status,M,G,Good/very good health,2019,66
Health status,F,G,Good/very good health,2018,32.1
Health status,F,G,Good/very good health,2017,33.2
Health status,F,G,Good/very good health,2016,31.5
Health status,F,G,Good/very good health,2015,30.9
Health status,F,G,Good/very good health,2014,29.9
Health status,F,G,Good/very good health,2021,67.4
Health status,F,G,Good/very good health,2020,69.4
Health status,F,G,Good/very good health,2019,67.1
Health status,F,G,Good/very good health,2018,67.4
Health status,F,G,Good/very good health,2017,67.4
Health status,F,G,Good/very good health,2016,66.2
Health status,F,G,Good/very good health,2015,66.3
Health status,F,G,Good/very good health,2014,66.9
Health status,F,G,Good/very good health,2023,34.8
Health status,F,G,Good/very good health,2022,31.8
Health status,F,G,Good/very good health,2021,31.5
Health status,F,G,Good/very good health,2020,33.1
Health status,F,G,Good/very good health,2019,30.3
Health status,M,G,Good/very good health,2019,43.1
Health status,M,G,Good/very good health,2018,45.1
Health status,M,G,Good/very good health,2017,44.2
Health status,M,G,Good/very good health,2016,43.6
Health status,M,G,Good/very good health,2015,40.9
Health status,M,G,Good/very good health,2014,41
Health status,M,G,Good/very good health,2023,67.2
Health status,M,G,Good/very good health,2022,65.8
Health status,M,G,Good/very good health,2021,64.7
Health status,M,G,Good/very good health,2020,65.9
Health status,M,G,Good/very good health,2019,62.6
Health status,M,G,Good/very good health,2018,63.1
Health status,M,G,Good/very good health,2017,63.4
Health status,M,G,Good/very good health,2016,62
Health status,M,G,Good/very good health,2015,60.9
Health status,M,G,Good/very good health,2014,60.6
Health status,F,F,"Fair (not good, not bad) health",2023,22.6
Health status,F,F,"Fair (not good, not bad) health",2022,24.2
Health status,F,F,"Fair (not good, not bad) health",2021,23.8
Health status,F,F,"Fair (not good, not bad) health",2020,22.6
Health status,F,F,"Fair (not good, not bad) health",2019,23.3
Health status,F,F,"Fair (not good, not bad) health",2018,23
Health status,F,F,"Fair (not good, not bad) health",2017,22.3
Health status,F,F,"Fair (not good, not bad) health",2016,22.9
Health status,F,F,"Fair (not good, not bad) health",2015,22.7
Health status,F,F,"Fair (not good, not bad) health",2014,22.6
Health status,F,G,Good/very good health,2023,68
Health status,F,G,Good/very good health,2022,66.7
Health status,M,G,Good/very good health,2018,66.6
Health status,M,G,Good/very good health,2017,67.4
Health status,M,G,Good/very good health,2016,65.9
Health status,M,G,Good/very good health,2015,65.5
Health status,M,G,Good/very good health,2014,65.3
Health status,F,G,Good/very good health,2023,84.6
Health status,F,G,Good/very good health,2022,85
Health status,F,G,Good/very good health,2021,84.2
Health status,F,G,Good/very good health,2020,79.3
Health status,F,G,Good/very good health,2019,77.7
Health status,F,G,Good/very good health,2018,77.3
Health status,F,G,Good/very good health,2017,79.1
Health status,F,G,Good/very good health,2016,77.3
Health status,F,G,Good/very good health,2015,78.1
Health status,F,G,Good/very good health,2014,78.2
Health status,M,G,Good/very good health,2023,79.9
Health status,M,G,Good/very good health,2022,81.5
Health status,M,G,Good/very good health,2021,79.8
Health status,M,G,Good/very good health,2020,75.3
Health status,M,G,Good/very good health,2019,71.9
Health status,M,G,Good/very good health,2018,71.4
Health status,M,G,Good/very good health,2017,73
Health status,M,G,Good/very good health,2016,73.2
Health status,M,G,Good/very good health,2015,71.2
Health status,M,G,Good/very good health,2014,71.3
Health status,M,F,"Fair (not good, not bad) health",2023,21.1
Health status,M,F,"Fair (not good, not bad) health",2022,21.4
Health status,M,F,"Fair (not good, not bad) health",2021,22.8
Health status,M,F,"Fair (not good, not bad) health",2020,20.4
Health status,M,F,"Fair (not good, not bad) health",2019,22.2
Health status,M,F,"Fair (not good, not bad) health",2018,21.4
Health status,M,F,"Fair (not good, not bad) health",2017,19.6
Health status,M,F,"Fair (not good, not bad) health",2016,21.6
Health status,M,F,"Fair (not good, not bad) health",2015,21.3
Health status,M,F,"Fair (not good, not bad) health",2014,21.6
Health status,F,G,Good/very good health,2023,62.9
Health status,F,G,Good/very good health,2022,60.6
Health status,F,G,Good/very good health,2021,60.6
Health status,F,G,Good/very good health,2020,61.2
Health status,F,G,Good/very good health,2019,58.2
Health status,F,G,Good/very good health,2018,58.2
Health status,F,G,Good/very good health,2017,57.9
Health status,F,G,Good/very good health,2016,56
Health status,F,G,Good/very good health,2015,55.6
Health status,F,G,Good/very good health,2014,55.5
Health status,F,B,Bad/very bad health,2023,14.5
Health status,F,B,Bad/very bad health,2022,15.2
Health status,F,B,Bad/very bad health,2021,15.5
Health status,F,B,Bad/very bad health,2020,16.2
Health status,F,B,Bad/very bad health,2019,18.4
Health status,F,B,Bad/very bad health,2018,18.9
Health status,F,B,Bad/very bad health,2017,19.8
Health status,F,B,Bad/very bad health,2016,21
Health status,F,B,Bad/very bad health,2015,21.7
Health status,F,B,Bad/very bad health,2014,21.9
Health status,M,G,Good/very good health,2023,47.3
Health status,M,G,Good/very good health,2022,43.1
Health status,M,G,Good/very good health,2021,44.7
Health status,M,G,Good/very good health,2020,46.7
Health status,M,B,Bad/very bad health,2023,11.8
Health status,M,B,Bad/very bad health,2022,12.8
Health status,M,B,Bad/very bad health,2021,12.5
Health status,M,B,Bad/very bad health,2020,13.8
Health status,M,B,Bad/very bad health,2019,15.2
Health status,M,B,Bad/very bad health,2018,15.5
Health status,M,B,Bad/very bad health,2017,17
Health status,M,B,Bad/very bad health,2016,16.4
Health status,M,B,Bad/very bad health,2015,17.8
Health status,M,B,Bad/very bad health,2014,17.9
Health status,M,G,Good/very good health,2023,69
Health status,M,G,Good/very good health,2022,68.1
Health status,M,F,"Fair (not good, not bad) health",2020,17.2
Health status,M,F,"Fair (not good, not bad) health",2019,18.8
Health status,M,G,Good/very good health,2018,75.8
Health status,M,G,Good/very good health,2017,76.3
Health status,M,G,Good/very good health,2016,75.9
Health status,M,G,Good/very good health,2015,74.9
Health status,M,G,Good/very good health,2014,74.6
Health status,F,B,Bad/very bad health,2021,9.1
Health status,F,B,Bad/very bad health,2020,9
Health status,F,B,Bad/very bad health,2019,9.1
Health status,F,B,Bad/very bad health,2018,8.5
Health status,F,B,Bad/very bad health,2017,8.8
Health status,F,B,Bad/very bad health,2016,8.9
Health status,F,B,Bad/very bad health,2015,10.3
Health status,F,B,Bad/very bad health,2014,11.2
Health status,M,G,Good/very good health,2023,76.7
Health status,M,G,Good/very good health,2022,77.6
Health status,M,G,Good/very good health,2021,77.1
Health status,M,G,Good/very good health,2020,77.3
Health status,M,G,Good/very good health,2019,75.9
Health status,M,G,Good/very good health,2019,63.3
Health status,M,G,Good/very good health,2018,66.6
Health status,M,G,Good/very good health,2017,65.5
Health status,M,G,Good/very good health,2016,70.7
Health status,M,G,Good/very good health,2015,68.1
Health status,M,G,Good/very good health,2014,62.6
Health status,F,G,Good/very good health,2023,67.8
Health status,F,G,Good/very good health,2022,69.2
Health status,F,G,Good/very good health,2021,68.7
Health status,F,G,Good/very good health,2020,68.9
Health status,F,G,Good/very good health,2019,66.8
Health status,F,G,Good/very good health,2018,65.7
Health status,F,G,Good/very good health,2017,65.8
Health status,F,G,Good/very good health,2016,65.3
Health status,F,G,Good/very good health,2015,65.3
Health status,F,G,Good/very good health,2014,64
Health status,F,G,Good/very good health,2023,72
Health status,F,G,Good/very good health,2022,74
Health status,F,G,Good/very good health,2021,74
Health status,F,G,Good/very good health,2020,76
Health status,F,G,Good/very good health,2019,73.8
Health status,F,G,Good/very good health,2018,73.1
Health status,F,G,Good/very good health,2017,73
Health status,F,G,Good/very good health,2016,72.8
